Est;Est;Est
Nord;Nord;Nord
Nord-Est;Nord-Est;Nord-Est
Nord-Ovest;Nord-Ovest;Nord-Ovest
Ovest;Ovest;Ovest
Sud;Sud;Sud
Sud-Est;Sud-Est;Sud-Est
Sud-Ovest;Sud-Ovest;Sud-Ovest
Varia;;Varia
