Crostosa;Crostosa;Crostosa
Farinosa;Farinosa;Farinosa
;Ghiacciata;Ghiacciata
Marcia;Marcia;Marcia
Farina pesante;Pesante;Pesante
;Polvere soffice;Farinosa
Trasformata;Trasformata;Trasformata
Ventata;Ventata;Ventata
Variabile;;Variabile
